user_id,court_id,day_of_week,time_slot
91,3,Thursday,16:00
129,5,Wednesday,06:00
111,4,Thursday,12:00
287,5,Friday,21:00
296,5,Monday,08:00
229,3,Thursday,11:00
216,5,Monday,14:00
117,5,Sunday,08:00
139,4,Sunday,17:00
12,5,Thursday,10:00
53,5,Monday,10:00
43,1,Friday,21:00
146,5,Sunday,07:00
167,4,Thursday,14:00
277,4,Monday,21:00
178,3,Friday,16:00
156,3,Saturday,17:00
252,5,Thursday,17:00
119,4,Thursday,11:00
194,4,Monday,19:00
146,5,Friday,18:00
57,5,Tuesday,13:00
78,4,Friday,18:00
225,1,Tuesday,08:00
191,4,Sunday,07:00
37,1,Friday,20:00
63,3,Saturday,21:00
102,4,Monday,15:00
166,5,Wednesday,18:00
102,4,Monday,18:00
167,1,Monday,17:00
22,2,Thursday,19:00
128,3,Sunday,18:00
275,3,Tuesday,12:00
225,4,Monday,07:00
249,3,Monday,17:00
279,2,Wednesday,15:00
231,4,Wednesday,13:00
95,5,Friday,10:00
98,1,Friday,16:00
57,5,Tuesday,11:00
104,4,Saturday,17:00
26,4,Tuesday,15:00
240,3,Tuesday,07:00
271,1,Monday,15:00
52,4,Friday,07:00
292,2,Sunday,17:00
235,3,Monday,07:00
81,5,Friday,16:00
167,4,Thursday,08:00
193,2,Saturday,17:00
146,1,Friday,08:00
110,4,Monday,10:00
183,5,Tuesday,07:00
48,2,Thursday,16:00
250,2,Saturday,08:00
41,2,Tuesday,10:00
6,3,Sunday,20:00
277,4,Sunday,19:00
229,1,Friday,11:00
76,2,Saturday,14:00
44,1,Sunday,15:00
250,2,Wednesday,11:00
221,1,Tuesday,13:00
98,1,Tuesday,12:00
227,5,Monday,19:00
80,3,Wednesday,19:00
8,3,Thursday,21:00
276,1,Tuesday,20:00
10,1,Friday,20:00
103,2,Tuesday,18:00
185,4,Thursday,21:00
162,1,Friday,19:00
288,3,Tuesday,17:00
178,5,Sunday,19:00
142,3,Thursday,06:00
116,1,Sunday,06:00
214,3,Monday,20:00
230,3,Tuesday,15:00
269,3,Thursday,10:00
163,2,Saturday,16:00
16,4,Thursday,16:00
55,5,Thursday,14:00
119,4,Saturday,09:00
192,3,Monday,15:00
17,3,Sunday,13:00
105,2,Sunday,16:00
219,1,Saturday,17:00
293,5,Tuesday,10:00
234,1,Monday,21:00
286,1,Saturday,09:00
147,4,Saturday,18:00
238,2,Sunday,07:00
231,1,Wednesday,11:00
129,3,Wednesday,09:00
186,4,Tuesday,19:00
23,2,Wednesday,07:00
92,3,Monday,08:00
148,3,Friday,06:00
7,1,Sunday,10:00
122,1,Tuesday,13:00
126,3,Wednesday,19:00
29,1,Tuesday,14:00
170,2,Thursday,12:00
234,4,Wednesday,16:00
35,3,Sunday,07:00
169,1,Tuesday,19:00
293,5,Saturday,12:00
133,3,Wednesday,15:00
267,2,Thursday,11:00
149,1,Monday,18:00
213,2,Tuesday,15:00
145,1,Thursday,08:00
171,2,Monday,10:00
170,2,Saturday,13:00
247,3,Sunday,16:00
29,1,Wednesday,14:00
182,3,Sunday,18:00
274,2,Friday,07:00
162,3,Saturday,21:00
232,4,Wednesday,20:00
20,5,Monday,06:00
79,2,Saturday,16:00
265,3,Saturday,10:00
3,4,Saturday,08:00
53,1,Wednesday,16:00
165,1,Saturday,12:00
140,1,Thursday,10:00
282,3,Thursday,13:00
174,1,Thursday,09:00
55,1,Thursday,19:00
183,4,Wednesday,08:00
291,4,Sunday,17:00
241,4,Wednesday,20:00
94,5,Thursday,20:00
34,2,Monday,11:00
295,4,Thursday,10:00
155,5,Friday,07:00
247,4,Sunday,17:00
291,4,Friday,14:00
59,2,Monday,10:00
158,5,Monday,21:00
47,2,Sunday,06:00
232,4,Thursday,21:00
154,2,Saturday,17:00
46,1,Saturday,07:00
190,2,Friday,16:00
222,3,Wednesday,09:00
280,5,Wednesday,19:00
214,5,Saturday,18:00
74,5,Thursday,11:00
234,4,Saturday,15:00
283,5,Thursday,11:00
296,5,Monday,08:00
18,4,Friday,12:00
41,1,Friday,12:00
268,5,Monday,06:00
28,2,Friday,13:00
216,5,Saturday,14:00
289,5,Thursday,19:00
14,3,Sunday,18:00
130,2,Sunday,12:00
90,5,Saturday,17:00
134,2,Tuesday,06:00
75,2,Friday,19:00
226,1,Monday,20:00
27,4,Saturday,21:00
195,5,Wednesday,07:00
7,1,Sunday,12:00
50,2,Saturday,20:00
51,3,Thursday,15:00
267,2,Thursday,14:00
7,1,Tuesday,13:00
129,2,Saturday,06:00
63,3,Saturday,19:00
57,3,Saturday,10:00
219,3,Thursday,11:00
32,3,Tuesday,08:00
252,2,Tuesday,15:00
74,3,Thursday,10:00
53,1,Thursday,12:00
255,1,Wednesday,18:00
78,5,Monday,21:00
36,5,Thursday,13:00
171,5,Tuesday,10:00
42,2,Sunday,11:00
98,1,Friday,17:00
98,2,Monday,11:00
277,1,Sunday,21:00
19,1,Sunday,10:00
275,1,Sunday,10:00
251,1,Friday,13:00
8,3,Thursday,09:00
33,1,Tuesday,07:00
167,4,Wednesday,15:00
24,1,Monday,08:00
87,1,Wednesday,11:00
69,4,Wednesday,19:00
42,2,Monday,15:00
65,2,Thursday,09:00
20,2,Friday,06:00
179,1,Monday,18:00
186,3,Friday,19:00
58,1,Saturday,21:00
28,2,Sunday,08:00
23,2,Monday,14:00
37,2,Saturday,20:00
118,4,Wednesday,19:00
193,4,Monday,17:00
75,5,Monday,13:00
100,1,Wednesday,15:00
144,2,Wednesday,15:00
152,1,Sunday,13:00
111,3,Friday,13:00
127,1,Monday,07:00
214,3,Monday,07:00
246,2,Saturday,19:00
209,2,Friday,14:00
83,5,Sunday,21:00
208,1,Wednesday,10:00
198,5,Wednesday,12:00
42,1,Sunday,12:00
197,5,Friday,12:00
288,3,Thursday,16:00
245,2,Sunday,15:00
165,4,Saturday,13:00
191,4,Thursday,06:00
232,4,Monday,08:00
45,4,Wednesday,14:00
58,1,Wednesday,07:00
151,1,Sunday,15:00
228,5,Saturday,11:00
172,2,Saturday,20:00
235,3,Thursday,08:00
148,5,Monday,08:00
83,2,Monday,07:00
83,5,Tuesday,20:00
106,1,Tuesday,20:00
277,4,Wednesday,21:00
164,2,Saturday,16:00
243,4,Sunday,07:00
174,3,Monday,06:00
158,5,Monday,06:00
299,5,Friday,14:00
45,3,Thursday,14:00
204,4,Monday,16:00
180,2,Saturday,13:00
227,4,Tuesday,09:00
74,5,Thursday,16:00
46,2,Saturday,09:00
103,2,Wednesday,21:00
300,2,Friday,14:00
242,2,Friday,21:00
15,5,Friday,06:00
298,1,Sunday,21:00
192,3,Wednesday,16:00
75,5,Monday,11:00
215,4,Tuesday,20:00
264,5,Wednesday,10:00
279,5,Saturday,15:00
50,2,Friday,16:00
211,4,Thursday,15:00
287,5,Tuesday,09:00
60,2,Monday,20:00
268,4,Friday,06:00
117,3,Tuesday,06:00
40,2,Tuesday,18:00
241,5,Saturday,20:00
64,3,Tuesday,12:00
143,3,Wednesday,14:00
271,1,Monday,14:00
110,2,Sunday,15:00
93,5,Thursday,07:00
64,3,Wednesday,12:00
43,2,Saturday,21:00
228,3,Tuesday,13:00
244,2,Wednesday,21:00
62,5,Sunday,11:00
174,1,Sunday,09:00
298,5,Wednesday,09:00
143,3,Saturday,16:00
69,2,Wednesday,18:00
92,2,Friday,08:00
40,3,Wednesday,12:00
252,1,Tuesday,14:00
221,1,Sunday,18:00
85,5,Tuesday,21:00
292,3,Saturday,17:00
260,5,Wednesday,17:00
146,3,Sunday,07:00
299,5,Tuesday,14:00
211,4,Monday,15:00
34,5,Monday,10:00
236,1,Thursday,09:00
12,5,Thursday,12:00
52,1,Friday,08:00
187,5,Tuesday,10:00
110,5,Saturday,17:00
48,5,Thursday,08:00
219,1,Saturday,16:00
222,3,Wednesday,09:00
281,4,Saturday,07:00
240,1,Thursday,21:00
268,5,Monday,07:00
223,1,Wednesday,17:00
83,5,Sunday,07:00
15,1,Friday,09:00
104,1,Saturday,16:00
22,5,Thursday,14:00
33,5,Thursday,08:00
121,2,Wednesday,06:00
255,1,Tuesday,20:00
121,2,Friday,08:00
29,5,Monday,13:00
143,1,Tuesday,06:00
123,1,Tuesday,12:00
274,4,Sunday,16:00
153,3,Monday,19:00
42,3,Thursday,20:00
83,2,Sunday,09:00
233,4,Friday,11:00
2,5,Tuesday,18:00
265,3,Monday,19:00
232,4,Monday,19:00
145,5,Wednesday,09:00
115,4,Thursday,13:00
102,2,Monday,17:00
46,4,Tuesday,09:00
254,1,Monday,12:00
196,5,Sunday,08:00
215,1,Monday,20:00
128,3,Tuesday,10:00
166,5,Thursday,19:00
38,3,Tuesday,15:00
24,3,Tuesday,08:00
68,3,Friday,15:00
174,3,Wednesday,06:00
256,4,Monday,12:00
265,2,Saturday,13:00
285,2,Saturday,11:00
94,1,Friday,21:00
21,2,Thursday,17:00
64,5,Thursday,15:00
289,3,Wednesday,19:00
127,4,Saturday,06:00
166,5,Thursday,21:00
3,4,Saturday,13:00
109,1,Sunday,08:00
281,5,Thursday,08:00
46,2,Sunday,13:00
62,5,Sunday,10:00
189,1,Thursday,17:00
47,4,Sunday,19:00
48,5,Sunday,10:00
269,3,Saturday,09:00
154,4,Friday,14:00
263,4,Sunday,09:00
182,4,Sunday,17:00
202,4,Thursday,21:00
136,3,Monday,14:00
55,1,Thursday,18:00
236,1,Sunday,21:00
203,1,Sunday,06:00
14,2,Saturday,19:00
45,5,Tuesday,17:00
79,2,Thursday,17:00
151,1,Saturday,14:00
213,4,Saturday,07:00
263,2,Friday,21:00
271,3,Thursday,06:00
243,2,Wednesday,13:00
99,4,Wednesday,07:00
240,3,Wednesday,17:00
242,2,Sunday,06:00
89,4,Monday,13:00
156,1,Saturday,18:00
183,3,Wednesday,07:00
221,1,Saturday,11:00
182,5,Sunday,15:00
54,5,Wednesday,09:00
53,1,Monday,11:00
186,3,Sunday,21:00
79,3,Saturday,15:00
4,3,Thursday,07:00
213,2,Monday,17:00
220,4,Monday,17:00
75,5,Saturday,08:00
85,1,Wednesday,10:00
267,4,Thursday,12:00
177,4,Wednesday,10:00
106,4,Friday,17:00
102,2,Monday,16:00
267,4,Wednesday,11:00
124,3,Wednesday,09:00
133,4,Thursday,14:00
233,5,Friday,13:00
294,2,Saturday,07:00
185,1,Tuesday,08:00
67,3,Monday,21:00
136,3,Tuesday,17:00
214,5,Tuesday,21:00
109,1,Sunday,17:00
210,1,Friday,06:00
191,1,Thursday,09:00
73,1,Friday,09:00
35,3,Thursday,08:00
194,4,Saturday,15:00
231,4,Sunday,09:00
174,1,Monday,08:00
293,1,Tuesday,10:00
99,5,Friday,06:00
97,3,Friday,15:00
106,5,Wednesday,08:00
165,4,Friday,10:00
213,2,Monday,16:00
278,2,Friday,18:00
87,5,Tuesday,10:00
164,4,Monday,14:00
122,4,Tuesday,10:00
238,4,Monday,09:00
138,2,Wednesday,19:00
156,2,Friday,19:00
192,5,Thursday,19:00
232,4,Thursday,11:00
140,2,Monday,12:00
300,1,Saturday,09:00
285,3,Thursday,12:00
134,1,Saturday,08:00
169,1,Tuesday,18:00
5,5,Monday,09:00
42,2,Saturday,21:00
193,4,Wednesday,14:00
99,4,Sunday,17:00
114,5,Tuesday,13:00
108,4,Saturday,08:00
88,2,Wednesday,11:00
34,5,Tuesday,14:00
273,1,Thursday,17:00
27,4,Sunday,21:00
115,2,Saturday,16:00
172,4,Sunday,13:00
39,1,Saturday,06:00
13,2,Sunday,13:00
175,5,Sunday,07:00
225,4,Saturday,06:00
18,4,Friday,11:00
29,5,Thursday,14:00
151,1,Monday,14:00
220,5,Sunday,12:00
53,2,Wednesday,11:00
261,3,Friday,17:00
23,2,Friday,08:00
76,5,Sunday,16:00
75,1,Monday,07:00
103,2,Thursday,09:00
170,2,Friday,13:00
233,4,Monday,10:00
239,4,Friday,12:00
106,4,Tuesday,18:00
73,2,Saturday,16:00
102,4,Monday,16:00
284,1,Wednesday,20:00
71,4,Monday,19:00
190,2,Friday,07:00
98,2,Friday,17:00
24,1,Sunday,18:00
65,5,Friday,06:00
34,2,Monday,17:00
92,3,Monday,09:00
243,4,Thursday,06:00
232,5,Thursday,21:00
81,4,Sunday,14:00
118,1,Wednesday,20:00
222,3,Wednesday,09:00
120,3,Saturday,06:00
142,5,Thursday,11:00
129,5,Wednesday,19:00
134,4,Thursday,08:00
208,3,Sunday,13:00
204,4,Wednesday,13:00
175,1,Wednesday,09:00
286,2,Sunday,19:00
256,5,Sunday,17:00
154,2,Monday,14:00
170,2,Tuesday,18:00
201,5,Saturday,14:00
156,1,Sunday,19:00
14,2,Sunday,07:00
233,4,Monday,12:00
201,2,Tuesday,17:00
200,3,Friday,09:00
104,1,Wednesday,15:00
229,1,Sunday,11:00
236,1,Friday,17:00
201,4,Tuesday,15:00
235,5,Friday,14:00
123,3,Tuesday,12:00
112,5,Thursday,16:00
259,2,Wednesday,19:00
237,4,Saturday,18:00
100,5,Thursday,15:00
249,4,Wednesday,15:00
72,1,Thursday,10:00
151,4,Sunday,14:00
140,5,Thursday,10:00
111,4,Tuesday,09:00
228,2,Friday,13:00
192,3,Tuesday,14:00
33,5,Thursday,11:00
213,4,Tuesday,15:00
220,3,Saturday,12:00
162,1,Wednesday,18:00
189,1,Saturday,17:00
275,5,Sunday,12:00
167,4,Friday,16:00
35,2,Friday,19:00
120,5,Saturday,09:00
41,1,Wednesday,11:00
20,2,Friday,09:00
69,4,Wednesday,13:00
13,2,Sunday,15:00
128,3,Saturday,13:00
227,4,Saturday,07:00
105,1,Wednesday,07:00
219,1,Friday,15:00
147,1,Monday,21:00
204,4,Monday,17:00
11,2,Thursday,15:00
284,1,Wednesday,20:00
288,3,Thursday,17:00
3,4,Friday,21:00
192,3,Monday,14:00
64,3,Wednesday,13:00
261,2,Monday,18:00
125,2,Saturday,14:00
134,2,Monday,07:00
7,2,Monday,13:00
266,2,Wednesday,08:00
158,3,Sunday,08:00
108,1,Thursday,07:00
50,2,Wednesday,21:00
88,2,Saturday,07:00
231,2,Sunday,10:00
133,4,Saturday,20:00
142,2,Wednesday,13:00
5,3,Thursday,06:00
193,4,Monday,08:00
190,4,Tuesday,17:00
30,4,Sunday,09:00
14,4,Saturday,19:00
264,4,Saturday,12:00
24,1,Saturday,09:00
205,4,Sunday,21:00
52,5,Wednesday,07:00
259,4,Monday,17:00
60,4,Saturday,19:00
55,3,Tuesday,20:00
113,4,Wednesday,10:00
47,4,Wednesday,08:00
196,5,Friday,11:00
149,1,Friday,19:00
294,2,Tuesday,06:00
199,1,Wednesday,10:00
55,4,Tuesday,16:00
234,4,Sunday,14:00
258,4,Monday,11:00
31,2,Wednesday,11:00
27,5,Sunday,11:00
201,4,Thursday,16:00
37,2,Monday,19:00
50,3,Wednesday,16:00
296,3,Monday,07:00
5,1,Wednesday,07:00
87,2,Friday,10:00
223,1,Saturday,14:00
155,1,Sunday,09:00
238,4,Saturday,06:00
251,1,Tuesday,13:00
93,4,Thursday,11:00
276,1,Tuesday,21:00
107,1,Sunday,13:00
21,2,Sunday,14:00
44,1,Friday,07:00
128,2,Tuesday,21:00
161,1,Sunday,19:00
122,5,Thursday,11:00
283,2,Friday,13:00
134,4,Tuesday,06:00
74,2,Tuesday,12:00
191,3,Wednesday,19:00
223,3,Friday,16:00
281,3,Sunday,08:00
75,1,Wednesday,11:00
64,5,Wednesday,21:00
293,2,Friday,10:00
163,2,Sunday,11:00
65,2,Thursday,12:00
215,5,Monday,20:00
147,4,Saturday,19:00
157,2,Wednesday,08:00
85,1,Tuesday,21:00
218,1,Thursday,17:00
208,4,Thursday,19:00
126,3,Saturday,07:00
269,1,Monday,06:00
88,1,Saturday,11:00
149,2,Wednesday,18:00
112,5,Saturday,21:00
236,2,Thursday,08:00
206,2,Saturday,15:00
211,3,Friday,16:00
192,1,Monday,14:00
225,1,Friday,11:00
21,3,Friday,11:00
137,4,Sunday,19:00
257,1,Saturday,14:00
65,1,Thursday,07:00
220,3,Saturday,13:00
43,3,Tuesday,16:00
127,4,Wednesday,06:00
97,2,Friday,14:00
141,5,Tuesday,07:00
195,5,Wednesday,13:00
32,1,Monday,10:00
180,1,Wednesday,18:00
27,4,Saturday,21:00
221,5,Friday,12:00
283,2,Saturday,17:00
108,1,Friday,18:00
99,4,Sunday,08:00
104,4,Saturday,15:00
287,5,Sunday,09:00
86,2,Saturday,14:00
204,4,Wednesday,11:00
288,3,Thursday,15:00
293,5,Tuesday,13:00
156,3,Wednesday,19:00
150,4,Tuesday,11:00
128,2,Tuesday,10:00
167,3,Wednesday,07:00
167,4,Saturday,08:00
276,3,Tuesday,21:00
283,2,Friday,12:00
80,2,Friday,13:00
236,2,Friday,09:00
145,5,Thursday,12:00
219,5,Thursday,11:00
52,1,Friday,06:00
68,1,Sunday,14:00
55,1,Saturday,15:00
84,2,Thursday,18:00
279,5,Friday,16:00
73,1,Saturday,17:00
147,4,Monday,18:00
115,2,Saturday,16:00
23,1,Monday,08:00
77,3,Thursday,06:00
189,2,Sunday,10:00
164,1,Monday,21:00
296,3,Monday,06:00
94,1,Saturday,21:00
71,3,Saturday,21:00
273,2,Tuesday,17:00
45,4,Wednesday,14:00
69,2,Monday,11:00
283,5,Thursday,11:00
61,4,Wednesday,18:00
245,4,Sunday,15:00
126,3,Friday,07:00
271,4,Wednesday,08:00
147,4,Thursday,11:00
203,5,Saturday,08:00
157,2,Wednesday,14:00
109,5,Sunday,07:00
40,2,Thursday,09:00
28,2,Monday,06:00
15,1,Thursday,06:00
159,3,Thursday,18:00
292,2,Saturday,10:00
5,3,Sunday,08:00
67,1,Saturday,18:00
13,2,Thursday,14:00
238,2,Wednesday,07:00
83,5,Friday,16:00
174,3,Monday,17:00
79,3,Saturday,06:00
281,4,Sunday,14:00
152,5,Thursday,08:00
236,5,Thursday,20:00
64,3,Thursday,12:00
226,3,Saturday,17:00
22,2,Thursday,19:00
80,1,Tuesday,13:00
239,3,Tuesday,14:00
204,4,Friday,17:00
59,5,Friday,13:00
164,4,Saturday,12:00
110,2,Saturday,14:00
43,4,Thursday,20:00
215,1,Sunday,06:00
176,4,Wednesday,20:00
244,5,Sunday,17:00
102,4,Thursday,15:00
8,2,Saturday,12:00
135,1,Wednesday,10:00
19,5,Wednesday,07:00
179,1,Saturday,06:00
9,5,Sunday,14:00
212,3,Monday,12:00
235,3,Thursday,15:00
146,1,Saturday,09:00
46,2,Saturday,06:00
149,2,Monday,18:00
64,5,Monday,13:00
115,2,Saturday,21:00
213,5,Wednesday,16:00
163,5,Saturday,17:00
27,3,Sunday,12:00
119,3,Saturday,09:00
284,3,Tuesday,18:00
79,2,Thursday,06:00
67,1,Saturday,20:00
153,1,Monday,18:00
141,5,Tuesday,06:00
55,2,Saturday,17:00
201,1,Tuesday,17:00
108,2,Tuesday,20:00
153,3,Monday,14:00
178,4,Tuesday,18:00
63,4,Saturday,19:00
59,5,Monday,11:00
138,2,Monday,12:00
224,5,Tuesday,19:00
202,4,Monday,07:00
222,3,Thursday,08:00
220,5,Monday,10:00
262,5,Thursday,08:00
93,5,Thursday,10:00
191,4,Thursday,08:00
110,2,Wednesday,18:00
270,5,Thursday,10:00
223,4,Tuesday,14:00
24,3,Sunday,08:00
296,3,Friday,06:00
68,2,Thursday,14:00
36,5,Tuesday,16:00
253,1,Tuesday,21:00
192,2,Monday,14:00
54,5,Sunday,19:00
276,5,Saturday,18:00
39,3,Wednesday,09:00
71,4,Monday,19:00
229,1,Monday,13:00
165,4,Monday,17:00
106,1,Tuesday,06:00
198,3,Saturday,12:00
233,5,Monday,11:00
198,1,Sunday,13:00
217,4,Monday,09:00
57,3,Saturday,10:00
181,3,Thursday,17:00
258,5,Wednesday,12:00
196,2,Thursday,07:00
272,5,Saturday,18:00
113,5,Friday,11:00
142,5,Friday,09:00
254,1,Saturday,12:00
2,2,Tuesday,15:00
88,2,Saturday,12:00
7,1,Sunday,11:00
88,3,Saturday,13:00
127,5,Thursday,15:00
258,4,Saturday,08:00
280,5,Monday,21:00
155,5,Wednesday,21:00
76,5,Sunday,15:00
126,5,Friday,06:00
